canonical_id,game_code,bruns_long_name,canonical_p1,canonical_p2,canonical_8vec,nash_count,dominance_level,is_symmetric,canon_l1_p1,canon_l1_p2,nagel_p_id,nagel_p_paired,nagel_perspective,nagel_matrix_code,nagel_lk_type,nagel_lk_type_description,nagel_emp_class,nagel_emp_class_description,nagel_rgg_class,nagel_rgg_class_description,nagel_swap_sr,nagel_swap_sc,nagel_role_relative_to_canonical,nagel_frac_choose_A,nagel_frac_choose_act0_canonical,nagel_entropy_binary,nagel_entropy_4outcome,nagel_utility_efficiency,nagel_quality_level,nagel_n_pure_NE,nagel_p1_has_dominant,nagel_p2_has_dominant,clean_grif_n_games,clean_grif_p1_mean,clean_grif_p2_mean,clean_grif_p1_std,clean_grif_p2_std,clean_grif_game_ids,dominance_profile,iesds_depth,num_pure_ne,pure_ne_cells,ne_pareto_rankable,ne_distributional_conflict,payoff_variance,payoff_conflict,p1_maximin_action,p2_maximin_action,joint_maximin_cell,maximin_is_ne,maximin_to_ne_action_distance,maximin_to_ne_payoff_distance,l1_action_p1,l1_action_p2,l2_action_p1,l2_action_p2,near_equal_split_cell,pareto_efficient_cells,source,frac_choose_A,entropy_binary,lk_type,emp_class,up_choice,topology,delta_norm,dominant_action_p1,dominant_action_p2,nash_action_p1,nash_action_p2,payoff_dominant_ne_p1,payoff_dominant_ne_p2,risk_dominant_ne_p1,risk_dominant_ne_p2,l0_action_p1,l0_action_p2,cooperative_action_p1,cooperative_action_p2,canonical_action_p1,canonical_action_p2,complexity_score,complexity_score_n_components,delta1_uniform,delta1_canonical,abs_delta1,sign_delta1c,llm_rank_8vec,mgn_rank_8vec,mgn_p_paired,payoff_scale_llm,payoff_scale_mgn,payoff_scale_griffiths,nagel_pcanon,grif_rank_clean
55,CoHa,,"2,4,3,1","2,4,1,3","2,4,3,1,2,4,1,3",1,2,False,0,1,83,6,P83,24312413,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.871396896,0.871396896,0.5536,0.9551,0.8714,0.9202,1,False,True,5,0.9393242184244514,0.9362014112014112,0.0340918048926295,0.0513337797879172,343;697;755;772;783,1,2,1,"(0,1)",,,1.25,0.8,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,0)","(0,1)",bruns,,,,,,,,,1.0,0.0,1.0,,,,,0,1,,,0,1,0.1634843772232312,3,1.0,1.0,1.0,1,"2,4,3,1,2,4,1,3","2,4,3,1,2,4,1,3",6,rank_1to4_pm1,rank_1to4,cardinal,0.871396896,True
56,CoHr,PursuitCycle,"2,4,3,1","4,1,2,3","2,4,3,1,4,1,2,3",0,0,False,0,0,135,65,P135,24314123,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),False,False,P1,0.753880266,0.753880266,0.8051,1.3943,0.7539,0.8581,0,False,False,0,,,,,,2,0,0,,,,1.25,1.7999999999999998,0,0,"(0,0)",False,,,0,0,1,0,"(1,0)","(0,0);(0,1);(1,0)",bruns,,,,,,,,,,,,,,,,0,0,,,0,0,0.5678259637502947,3,1.0,1.0,1.0,1,"2,4,3,1,4,1,2,3","2,4,3,1,4,1,2,3",65,rank_1to4_pm1,rank_1to4,cardinal,0.753880266,False
57,CoNc,,"2,4,3,1","3,4,1,2","2,4,3,1,3,4,1,2",1,2,False,0,1,119,46,P119,24313412,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.858093126,0.858093126,0.5892,1.0287,0.8581,0.9091,1,False,True,8,0.8768863266509925,0.887378658574418,0.0644828385925675,0.0742249181601256,25;168;262;273;584;681;683;723,1,2,1,"(0,1)",,,1.25,0.6000000000000001,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,,1.0,0.0,1.0,,,,,0,1,,,0,1,0.048014323385306,3,1.0,1.0,1.0,1,"2,4,3,1,3,4,1,2","2,4,3,1,3,4,1,2",46,rank_1to4_pm1,rank_1to4,cardinal,0.858093126,True
58,CoPc,,"2,4,3,1","1,4,2,3","2,4,3,1,1,4,2,3",1,2,False,0,1,103,28,P103,24311423,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.838137472,0.838137472,0.6387,1.1,0.8381,0.9024,1,False,True,7,0.8225572697157463,0.9194055418511144,0.069446929273843,0.0440592260646998,23;132;226;244;313;426;439,1,2,1,"(0,1)",,,1.25,0.6000000000000001,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,,1.0,0.0,1.0,,,,,0,1,,,0,1,0.048014323385306,3,1.0,1.0,1.0,1,"2,4,3,1,1,4,2,3","2,4,3,1,1,4,2,3",28,rank_1to4_pm1,rank_1to4,cardinal,0.838137472,True
59,CoPd,Revelation,"2,4,3,1","4,3,2,1","2,4,3,1,4,3,2,1",1,2,False,0,0,125,52,P125,24314321,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,False,False,P1,0.742793792,0.742793792,0.8225,1.5898,0.7428,0.7761,1,False,True,7,0.8459497929606625,0.2595276434092223,0.0822296000621901,0.0547969233583493,65;153;159;219;287;325;804,1,2,1,"(1,0)",,,1.25,0.6000000000000001,0,0,"(0,0)",False,1.0,3.0,0,0,1,0,"(1,1)","(0,0);(0,1)",bruns,,,,,,,,,0.0,1.0,0.0,,,,,0,0,,,1,0,0.048014323385306,3,1.0,-1.0,1.0,0,"2,4,3,1,4,3,2,1","2,4,3,1,4,3,2,1",52,rank_1to4_pm1,rank_1to4,cardinal,0.25720620800000005,True
60,CoSh,Asym.Coordination,"2,4,3,1","3,4,2,1","2,4,3,1,3,4,2,1",2,0,False,0,-1,58,130,P58,24313421,CO2,"Coordination type 2 — two pure NE; Lk(α) cycles through all 4 outcomes, never reaching NE",A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",C,Coordination: no dominant strategies; two pure NE; coordination problem (9 perspectives),False,False,P1,0.824833703,0.824833703,0.6694,1.6694,0.8248,0.5011,2,False,False,0,,,,,,2,0,2,"(0,1);(1,0)",True,False,1.25,0.2,0,0,"(0,0)",False,1.0,2.0,0,-1,-1,1,"(0,1)","(0,1)",bruns,,,,,,,,,,,,0.0,1.0,0.0,1.0,0,1,,,0,1,-0.5169508502148299,4,1.0,1.0,1.0,1,"2,4,3,1,3,4,2,1","2,4,3,1,3,4,2,1",130,rank_1to4_pm1,rank_1to4,cardinal,0.824833703,False
61,DlAs,,"1,2,3,4","2,4,3,1","1,2,3,4,2,4,3,1",1,1,False,1,-1,20,97,P20,34123124,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,False,P1,0.873614191,0.1263858089999999,0.5474,1.4411,0.8736,0.3104,1,True,False,0,,,,,,1,1,1,"(1,0)",,,1.25,1.4,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(1,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.0384900179459749,3,-2.0,2.0,2.0,1,"1,2,3,4,2,4,3,1","3,4,1,2,3,1,2,4",97,rank_1to4_pm1,rank_1to4,cardinal,0.8736141910000002,False
62,DlBa,Deadlock-Battle,"1,2,3,4","4,2,1,3","1,2,3,4,4,2,1,3",1,1,False,1,-1,12,89,P12,34121342,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.88248337,0.11751663,0.5222,1.2934,0.8825,0.2262,1,True,False,0,,,,,,1,1,1,"(1,1)",,,1.25,1.4,1,1,"(1,1)",True,0.0,0.0,1,-1,-1,1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,1.0,,1.0,1.0,,,,,1,0,,,1,1,0.0384900179459749,3,-2.0,2.0,2.0,1,"1,2,3,4,4,2,1,3","3,4,1,2,1,3,4,2",89,rank_1to4_pm1,rank_1to4,cardinal,0.88248337,False
63,DlCh,Bully,"1,2,3,4","4,3,1,2","1,2,3,4,4,3,1,2",1,1,False,1,-1,17,94,P17,34121243,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.849223947,0.1507760529999999,0.6118,1.4096,0.8492,0.2417,1,True,False,0,,,,,,1,1,1,"(1,1)",,,1.25,1.7999999999999998,1,1,"(1,1)",True,0.0,0.0,1,-1,-1,1,"(0,1)","(0,0);(0,1);(1,1)",bruns,,,,,,,,1.0,,1.0,1.0,,,,,1,0,,,1,1,0.2694301256218253,3,-2.0,2.0,2.0,1,"1,2,3,4,4,3,1,2","3,4,1,2,1,2,4,3",94,rank_1to4_pm1,rank_1to4,cardinal,0.849223947,False
64,DlCm,AsymLock,"1,2,3,4","4,1,3,2","1,2,3,4,4,1,3,2",1,1,False,1,0,15,92,P15,34123241,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,False,P1,0.937915743,0.0620842569999999,0.3357,0.8315,0.9379,0.8914,1,True,True,2,0.0557455539767441,0.2000762195121951,0.0459474309788643,0.0619796340216866,300;504,0,1,1,"(1,0)",,,1.25,1.4,1,0,"(1,0)",True,0.0,0.0,1,0,1,0,"(1,0)","(0,0);(1,0);(1,1)",bruns,,,,,,,,1.0,0.0,1.0,0.0,,,,,1,0,,,1,0,0.0384900179459749,3,-2.0,2.0,2.0,1,"1,2,3,4,4,1,3,2","3,4,1,2,3,2,4,1",92,rank_1to4_pm1,rank_1to4,cardinal,0.9379157430000001,True
65,DlCo,,"1,2,3,4","1,4,3,2","1,2,3,4,1,4,3,2",1,1,False,1,1,14,91,P14,34123214,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,False,P1,0.924611973,0.075388027,0.3857,1.3507,0.9246,0.6098,1,True,False,8,0.1463620751289748,0.7066492253749189,0.0697273751272501,0.0924945891523918,19;116;178;410;548;600;645;708,1,1,1,"(1,0)",,,1.25,0.8,1,1,"(1,1)",False,1.0,2.0,1,1,1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,-0.3079201435678004,3,-2.0,2.0,2.0,1,"1,2,3,4,1,4,3,2","3,4,1,2,3,2,1,4",91,rank_1to4_pm1,rank_1to4,cardinal,0.924611973,True
66,DlDl,Deadlock,"1,2,3,4","4,2,3,1","1,2,3,4,4,2,3,1",1,1,True,1,0,21,21,P21,34123142,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,False,P1,0.862527716,0.137472284,0.5776,1.1552,0.8625,0.8625,1,True,True,3,0.1374624999293987,0.1066800472820512,0.0654864753030203,0.0420358404650704,3;93;149,0,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,0,1,0,"(0,1)","(0,0);(1,0);(1,1)",bruns,,,,,,,,1.0,0.0,1.0,0.0,,,,,1,0,,,1,0,0.2694301256218253,3,-2.0,2.0,2.0,1,"1,2,3,4,4,2,3,1","3,4,1,2,3,1,4,2",21,rank_1to4_pm1,rank_1to4,cardinal,0.862527716,True
67,DlHa,,"1,2,3,4","2,4,1,3","1,2,3,4,2,4,1,3",1,1,False,1,1,11,88,P11,34121324,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.917960089,0.0820399109999999,0.4093,0.7788,0.918,0.929,1,True,True,2,0.0723981900452487,0.8330792682926829,0.0607919857128705,0.0291034803232267,218;342,0,1,1,"(1,1)",,,1.25,1.0,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,1.0,1.0,1.0,1.0,,,,,1,1,,,1,1,-0.1924500897298753,3,-2.0,2.0,2.0,1,"1,2,3,4,2,4,1,3","3,4,1,2,1,3,2,4",88,rank_1to4_pm1,rank_1to4,cardinal,0.9179600890000001,True
68,DlHr,Deadlock-Hero,"1,2,3,4","4,1,2,3","1,2,3,4,4,1,2,3",1,1,False,1,0,10,87,P10,34122341,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.909090909,0.090909091,0.4395,1.4137,0.9091,0.5942,1,True,False,6,0.0746638833288633,0.3937178077976864,0.0414585647595059,0.106545190812426,104;222;314;422;522;605,1,1,1,"(1,1)",,,1.25,1.2,1,0,"(1,0)",False,1.0,2.0,1,0,1,1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,1.0,,1.0,1.0,,,,,1,0,,,1,1,-0.0769800358919501,3,-2.0,2.0,2.0,1,"1,2,3,4,4,1,2,3","3,4,1,2,2,3,4,1",87,rank_1to4_pm1,rank_1to4,cardinal,0.909090909,True
69,DlNc,,"1,2,3,4","3,4,1,2","1,2,3,4,3,4,1,2",1,1,False,1,1,16,93,P16,34121234,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.840354767,0.159645233,0.6335,1.1426,0.8404,0.8869,1,True,True,3,0.2025261099856459,0.9387896825396824,0.1274514407041461,0.0276390740544623,212;340;386,0,1,1,"(1,1)",,,1.25,1.6,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,1.0,1.0,1.0,1.0,,,,,1,1,,,1,1,0.1539600717839002,3,-2.0,2.0,2.0,1,"1,2,3,4,3,4,1,2","3,4,1,2,1,2,3,4",93,rank_1to4_pm1,rank_1to4,cardinal,0.840354767,True
70,DlPc,,"1,2,3,4","1,4,2,3","1,2,3,4,1,4,2,3",1,1,False,1,1,9,86,P9,34122314,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.880266075,0.119733925,0.5286,0.8555,0.8803,0.9401,1,True,True,2,0.185064935064935,0.904647435897436,0.0596908321780851,0.0464605417125776,52;190,0,1,1,"(1,1)",,,1.25,0.6000000000000001,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,1.0,1.0,1.0,1.0,,,,,1,1,,,1,1,-0.4233901974057255,3,-2.0,2.0,2.0,1,"1,2,3,4,1,4,2,3","3,4,1,2,2,3,1,4",86,rank_1to4_pm1,rank_1to4,cardinal,0.880266075,True
71,DlPd,,"1,2,3,4","4,3,2,1","1,2,3,4,4,3,2,1",1,1,False,1,0,23,99,P23,34122143,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,False,P1,0.858093126,0.141906874,0.5892,1.278,0.8581,0.816,1,True,True,0,,,,,,0,1,1,"(1,0)",,,1.25,2.0,1,0,"(1,0)",True,0.0,0.0,1,0,1,0,"(0,1)","(0,0);(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,0.0,1.0,0.0,,,,,1,0,,,1,0,0.3849001794597504,3,-2.0,2.0,2.0,1,"1,2,3,4,4,3,2,1","3,4,1,2,2,1,4,3",99,rank_1to4_pm1,rank_1to4,cardinal,0.858093126,False
72,DlSh,,"1,2,3,4","3,4,2,1","1,2,3,4,3,4,2,1",1,1,False,1,-1,22,98,P22,34122134,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,False,P1,0.840354767,0.159645233,0.6335,1.5442,0.8404,0.3259,1,True,False,0,,,,,,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(1,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3,-2.0,2.0,2.0,1,"1,2,3,4,3,4,2,1","3,4,1,2,2,1,3,4",98,rank_1to4_pm1,rank_1to4,cardinal,0.840354767,False
73,HaAs,Harmony-Assurance,"3,4,1,2","2,4,3,1","3,4,1,2,2,4,3,1",1,1,False,0,-1,4,81,P4,34122431,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.940133038,0.940133038,0.3269,1.3197,0.9401,0.5499,1,True,False,0,,,,,,1,1,1,"(0,1)",,,1.25,0.6000000000000001,0,0,"(0,0)",False,1.0,3.0,0,-1,-1,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,,0.0,1.0,,,,,0,1,,,0,1,-0.4233901974057255,3,2.0,2.0,2.0,1,"3,4,1,2,2,4,3,1","3,4,1,2,2,4,3,1",81,rank_1to4_pm1,rank_1to4,cardinal,0.940133038,False
74,HaBa,Harmony-Battle,"3,4,1,2","4,2,1,3","3,4,1,2,4,2,1,3",1,1,False,0,-1,13,90,P13,34124213,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.909090909,0.909090909,0.4395,1.4395,0.9091,0.4967,1,True,False,0,,,,,,1,1,1,"(0,0)",,,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,3.0,0,-1,-1,0,"(1,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,,0.0,0.0,,,,,0,0,,,0,0,-0.4233901974057255,3,2.0,2.0,2.0,1,"3,4,1,2,4,2,1,3","3,4,1,2,4,2,1,3",90,rank_1to4_pm1,rank_1to4,cardinal,0.909090909,False
75,HaCh,Samaritan'sD,"3,4,1,2","4,3,1,2","3,4,1,2,4,3,1,2",1,1,False,0,-1,7,84,P7,34124312,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.853658537,0.853658537,0.6006,1.5611,0.8537,0.3836,1,True,False,0,,,,,,1,1,1,"(0,0)",,,1.25,0.2,0,1,"(0,1)",False,1.0,2.0,0,-1,-1,0,"(1,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,,0.0,0.0,,,,,0,0,,,0,0,-0.6543303050815759,3,2.0,2.0,2.0,1,"3,4,1,2,4,3,1,2","3,4,1,2,4,3,1,2",84,rank_1to4_pm1,rank_1to4,cardinal,0.853658537,False
76,HaCm,Harmony-Compromise,"3,4,1,2","4,1,3,2","3,4,1,2,4,1,3,2",1,1,False,0,0,19,96,P19,34124132,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.900221729,0.900221729,0.4683,1.0219,0.9002,0.8714,1,True,True,3,0.9568562696781444,0.1118435508679411,0.0154223067661196,0.099200387116559,13;191;315,0,1,1,"(0,0)",,,1.25,1.4,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(1,1)","(0,0);(0,1)",bruns,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,,,0,0,0.0384900179459749,3,2.0,2.0,2.0,1,"3,4,1,2,4,1,3,2","3,4,1,2,4,1,3,2",96,rank_1to4_pm1,rank_1to4,cardinal,0.900221729,True
77,HaCo,Harmony-Coordination,"3,4,1,2","1,4,3,2","3,4,1,2,1,4,3,2",1,1,False,0,1,6,83,P6,34121432,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.920177384,0.920177384,0.4016,0.9551,0.9202,0.8714,1,True,False,5,0.9437513425904008,0.8978587494376967,0.0250144686183747,0.0425127823476328,283;523;789;909;968,1,1,1,"(0,1)",,,1.25,0.8,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,,0.0,1.0,,,,,0,1,,,0,1,-0.3079201435678004,3,2.0,2.0,2.0,1,"3,4,1,2,1,4,3,2","3,4,1,2,1,4,3,2",83,rank_1to4_pm1,rank_1to4,cardinal,0.920177384,True
78,HaDl,BenevolentType,"3,4,1,2","4,2,3,1","3,4,1,2,4,2,3,1",1,1,False,0,0,88,11,P88,34124231,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.929046563,0.929046563,0.3695,0.7788,0.929,0.918,1,True,True,2,0.894162210338681,0.1597744360902254,0.0110288490826779,0.0770905889263528,50;141,0,1,1,"(0,0)",,,1.25,1.0,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(0,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,,,0,0,-0.1924500897298753,3,2.0,2.0,2.0,1,"3,4,1,2,4,2,3,1","3,4,1,2,4,2,3,1",11,rank_1to4_pm1,rank_1to4,cardinal,0.929046563,True
79,HaHa,Harmony,"3,4,1,2","2,4,1,3","3,4,1,2,2,4,1,3",1,1,True,0,1,3,3,P3,34122413,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.935698448,0.935698448,0.3443,0.6886,0.9357,0.9357,1,True,True,2,0.932967032967033,0.9301552106430157,0.0139867275399535,0.0297894209369055,192;324,0,1,1,"(0,1)",,,1.25,0.2,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,0.0,1.0,0.0,1.0,,,,,0,1,,,0,1,-0.6543303050815759,3,2.0,2.0,2.0,1,"3,4,1,2,2,4,1,3","3,4,1,2,2,4,1,3",3,rank_1to4_pm1,rank_1to4,cardinal,0.935698448,True
80,HaHr,Harmony-Hero,"3,4,1,2","4,1,2,3","3,4,1,2,4,1,2,3",1,1,False,0,0,18,95,P18,34124123,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.902439024,0.902439024,0.4612,1.1,0.9024,0.8381,1,True,False,5,0.874238839728495,0.2269642567309779,0.0548112167851491,0.1064088628267494,268;471;478;651;673,1,1,1,"(0,0)",,,1.25,1.2,0,0,"(0,0)",True,0.0,0.0,0,0,0,0,"(0,0)","(0,0);(0,1)",bruns,,,,,,,,0.0,,0.0,0.0,,,,,0,0,,,0,0,-0.0769800358919501,3,2.0,2.0,2.0,1,"3,4,1,2,4,1,2,3","3,4,1,2,4,1,2,3",95,rank_1to4_pm1,rank_1to4,cardinal,0.902439024,True
81,HaNc,,"3,4,1,2","3,4,1,2","3,4,1,2,3,4,1,2",1,1,False,0,1,1,79,P1,43214321,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,True,P1,0.942350333,0.942350333,0.318,0.7274,0.9424,0.918,1,True,True,1,0.7857142857142857,0.8478260869565217,0.0,0.0,395,0,1,1,"(0,1)",,,1.25,0.0,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,0)","(0,1)",bruns,,,,,,,,0.0,1.0,0.0,1.0,,,,,0,1,,,0,1,-0.7698003589195012,3,2.0,2.0,2.0,1,"3,4,1,2,3,4,1,2","4,3,2,1,4,3,2,1",79,rank_1to4_pm1,rank_1to4,cardinal,0.942350333,True
