canonical_id,bruns_name,bruns_long_name,canonical_p1,canonical_p2,canonical_8vec,nash_count,dominance_level,is_symmetric,canon_l1_p1,canon_l1_p2,nagel_p_id,nagel_p_paired,nagel_perspective,nagel_matrix_code,nagel_lk_type,nagel_lk_type_description,nagel_emp_class,nagel_emp_class_description,nagel_rgg_class,nagel_rgg_class_description,nagel_swap_sr,nagel_swap_sc,nagel_role_relative_to_canonical,nagel_frac_choose_A,nagel_frac_choose_act0_canonical,nagel_entropy_binary,nagel_entropy_4outcome,nagel_utility_efficiency,nagel_quality_level,nagel_n_pure_NE,nagel_p1_has_dominant,nagel_p2_has_dominant,clean_grif_n_games,clean_grif_p1_mean,clean_grif_p2_mean,clean_grif_p1_std,clean_grif_p2_std,clean_grif_game_ids
100,NcCm,Hostage,"2,4,1,3","4,1,3,2","2,4,1,3,4,1,3,2",1,1,False,0,0,111,37,P111,24134132,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.840354767,0.840354767,0.6335,1.2341,0.8404,0.8537,1,True,True,2,0.7587719298245614,0.29925775978407554,0.10544574807167816,0.060595520385081994,41;213
101,NcCo,Concord-Coordination,"2,4,1,3","1,4,3,2","2,4,1,3,1,4,3,2",1,1,False,0,1,46,119,P46,24131432,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.909090909,0.909090909,0.4395,1.0287,0.9091,0.8581,1,True,False,8,0.8584858779855385,0.8994111181611182,0.0678405695634461,0.03674052074893865,55;446;634;669;695;824;888;927
102,NcDl,BlackmailType,"2,4,1,3","4,2,3,1","2,4,1,3,4,2,3,1",1,1,False,0,0,93,16,P93,24134231,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.88691796,0.88691796,0.5091,1.1426,0.8869,0.8404,1,True,True,2,0.8685152055384616,0.24710424710424705,0.07716192092926238,0.14742766866437673,38;78
103,NcHa,PureHarmony,"2,4,1,3","2,4,1,3","2,4,1,3,2,4,1,3",1,1,False,0,1,79,1,P79,24132413,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.917960089,0.917960089,0.4093,0.7274,0.918,0.9424,1,True,True,3,0.8935786435786436,0.9433648223121908,0.07925103310530854,0.02675345704943694,200;246;519
104,NcHr,Delilah,"2,4,1,3","4,1,2,3","2,4,1,3,4,1,2,3",1,1,False,0,0,54,127,P54,24134123,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,False,P1,0.671840355,0.671840355,0.913,1.7852,0.6718,0.7073,1,True,False,8,0.7753418879619624,0.32003715528091103,0.10425991682341022,0.0914809415826918,307;316;346;526;598;834;876;896
105,NcNc,Concord,"2,4,1,3","3,4,1,2","2,4,1,3,3,4,1,2",1,1,True,0,1,43,43,P43,24133412,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.849223947,0.849223947,0.6118,1.2236,0.8492,0.8492,1,True,True,3,0.8925925925925927,0.9393939393939394,0.09318330092895646,0.05248638810814775,173;270;487
106,NcPc,Concord-Peace,"2,4,1,3","1,4,2,3","2,4,1,3,1,4,2,3",1,1,False,0,1,100,24,P100,24131423,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.88691796,0.88691796,0.5091,0.8534,0.8869,0.9357,1,True,True,2,0.9045416316232129,0.8544749823819591,0.03746654938162541,0.008471328597724597,112;344
107,NcPd,HegemonType,"2,4,1,3","4,3,2,1","2,4,1,3,4,3,2,1",1,1,False,0,0,48,121,P48,24134321,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,False,P1,0.88248337,0.88248337,0.5222,1.3378,0.8825,0.7472,1,True,True,3,0.9044566544566545,0.2760846560846561,0.03975174767024477,0.1428784228712657,290;509;520
108,NcSh,Anticipation,"2,4,1,3","3,4,2,1","2,4,1,3,3,4,2,1",1,1,False,0,-1,44,117,P44,24133421,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.889135255,0.889135255,0.5025,1.4947,0.8891,0.5521,1,True,False,0,,,,,
109,PcAs,Privileged,"3,4,2,1","2,4,3,1","3,4,2,1,2,4,3,1",1,1,False,0,-1,26,102,P26,34212431,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.909090909,0.909090909,0.4395,1.4394,0.9091,0.5055,1,True,False,0,,,,,
110,PcBa,Generous,"3,4,2,1","4,2,1,3","3,4,2,1,4,2,1,3",1,1,False,0,-1,34,109,P34,43122431,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,True,P1,0.915742794,0.915742794,0.417,1.4169,0.9157,0.5055,1,True,False,0,,,,,
111,PcCh,SamaritanType,"3,4,2,1","4,3,1,2","3,4,2,1,4,3,1,2",1,1,False,0,-1,29,104,P29,43123421,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,True,P1,0.911308204,0.911308204,0.4321,1.4282,0.9113,0.4634,1,True,False,0,,,,,
112,PcCm,Benevolent,"3,4,2,1","4,1,3,2","3,4,2,1,4,1,3,2",1,1,False,0,0,106,31,P106,43121423,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,True,P1,0.88248337,0.88248337,0.5222,0.9543,0.8825,0.9113,1,True,True,3,0.8899436090225564,0.13178250114998596,0.08705072710034757,0.14035888603360053,184;278;730
113,PcCo,Peace-Coordination,"3,4,2,1","1,4,3,2","3,4,2,1,1,4,3,2",1,1,False,0,1,28,103,P28,34211432,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.902439024,0.902439024,0.4612,1.1,0.9024,0.8381,1,True,False,5,0.9221067447045709,0.8817573483427141,0.03215331634009681,0.025826235110450756,196;447;554;657;677
114,PcDl,Peace-Lock,"3,4,2,1","4,2,3,1","3,4,2,1,4,2,3,1",1,1,False,0,0,86,9,P86,43122413,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,True,P1,0.940133038,0.940133038,0.3269,0.8555,0.9401,0.8803,1,True,True,3,0.9012470508931582,0.0756573005302144,0.10514862170958963,0.05472075110017137,223;267;322
115,PcHa,,"3,4,2,1","2,4,1,3","3,4,2,1,2,4,1,3",1,1,False,0,1,82,5,P82,34212413,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.933481153,0.933481153,0.3528,0.8069,0.9335,0.9047,1,True,True,1,0.8888888888888888,0.8888888888888888,0.0,0.0,236
116,PcHr,Peace-Hero,"3,4,2,1","4,1,2,3","3,4,2,1,4,1,2,3",1,1,False,0,0,39,113,P39,43121432,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,False,True,P1,0.884700665,0.884700665,0.5157,1.0933,0.8847,0.8625,1,True,False,5,0.9244084265602803,0.1398403019839721,0.032192258649521396,0.11424252852187215,15;241;336;470;654
117,PcNc,,"3,4,2,1","3,4,1,2","3,4,2,1,3,4,1,2",1,1,False,0,1,24,100,P24,34213412,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.935698448,0.935698448,0.3443,0.8534,0.9357,0.8869,1,True,True,3,0.9073464913508772,0.8690854119425548,0.039485104160573374,0.06161850760692037,30;64;98
118,PcPc,Peace,"3,4,2,1","1,4,2,3","3,4,2,1,1,4,2,3",1,1,True,0,1,27,27,P27,34211423,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D1,Dominant strategy: both players have dominant strategies; stable equilibrium (9 perspectives),False,False,P1,0.904656319,0.904656319,0.4541,0.9081,0.9047,0.9047,1,True,True,1,0.8918918918918919,0.902439024390244,0.0,0.0,12
119,PcPd,ImpureAltruist,"3,4,2,1","4,3,2,1","3,4,2,1,4,3,2,1",1,1,False,0,0,30,105,P30,43123412,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),False,True,P1,0.875831486,0.875831486,0.5412,1.1362,0.8758,0.8559,1,True,True,3,0.9061852550224643,0.25352022521505374,0.03453058580740942,0.1434659921243018,151;185;508
120,PcSh,PureAligned,"3,4,2,1","3,4,2,1","3,4,2,1,3,4,2,1",1,1,False,0,-1,25,101,P25,34213421,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.922394678,0.922394678,0.3937,1.3937,0.9224,0.4989,1,True,False,0,,,,,
121,PdAs,,"1,3,2,4","2,4,3,1","1,3,2,4,2,4,3,1",1,1,False,1,-1,55,128,P55,42311342,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,True,P1,0.645232816,0.3547671839999999,0.9383,1.9018,0.6452,0.388,1,True,False,0,,,,,
122,PdBa,Patron,"1,3,2,4","4,2,1,3","1,3,2,4,4,2,1,3",1,1,False,1,-1,50,123,P50,24131342,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.842572062,0.157427938,0.6281,1.3994,0.8426,0.2262,1,True,False,0,,,,,
123,PdCh,CalledBluff,"1,3,2,4","4,3,1,2","1,3,2,4,4,3,1,2",1,1,False,1,-1,53,126,P53,42312134,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,True,P1,0.725055432,0.274944568,0.8485,1.5912,0.7251,0.2106,1,True,False,0,,,,,
124,PdCm,Misery,"1,3,2,4","4,1,3,2","1,3,2,4,4,1,3,2",1,1,False,1,0,116,42,P116,24133241,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,False,P1,0.880266075,0.119733925,0.5286,1.1621,0.8803,0.8404,1,True,True,3,0.08626308841106717,0.3179050567595459,0.04687283935306591,0.07213362073817688,111;163;293
125,PdCo,,"1,3,2,4","1,4,3,2","1,3,2,4,1,4,3,2",1,1,False,1,1,52,125,P52,24133214,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,False,P1,0.776053215,0.2239467849999999,0.7673,1.5898,0.7761,0.7428,1,True,False,7,0.27580558385228715,0.8113082213757169,0.15044096585515637,0.052014962982371606,94;114;404;445;525;573;579
126,PdDl,TotalConflict,"1,3,2,4","4,2,3,1","1,3,2,4,4,2,3,1",1,1,False,1,0,99,23,P99,24133142,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,False,P1,0.815964523,0.184035477,0.6888,1.278,0.816,0.8581,1,True,True,3,0.2869554046024634,0.2774774774774775,0.041417135844512426,0.1335401366752273,45;160;165
127,PdHa,,"1,3,2,4","2,4,1,3","1,3,2,4,2,4,1,3",1,1,False,1,1,85,8,P85,24131324,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.822616408,0.1773835919999999,0.6743,1.0759,0.8226,0.9202,1,True,True,3,0.22907647907647907,0.9440742814483016,0.06950321719767417,0.027828678843786467,82;231;308
128,PdHr,DilemmaHero,"1,3,2,4","4,1,2,3","1,3,2,4,4,1,2,3",1,1,False,1,0,49,122,P49,24132341,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.924611973,0.075388027,0.3857,1.301,0.9246,0.6696,1,True,False,6,0.23543562843901045,0.4071902946675194,0.10507401599482026,0.10151794107699212,1;101;432;469;658;839
129,PdNc,,"1,3,2,4","3,4,1,2","1,3,2,4,3,4,1,2",1,1,False,1,1,121,48,P121,42312143,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,True,P1,0.747228381,0.252771619,0.8156,1.3378,0.7472,0.8825,1,True,True,3,0.27642220225340425,0.8946568519739252,0.06276236033889046,0.02676337652681872,138;154;199
130,PdPc,,"1,3,2,4","1,4,2,3","1,3,2,4,1,4,2,3",1,1,False,1,1,105,30,P105,24132314,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.855875831,0.144124169,0.5949,1.1362,0.8559,0.8758,1,True,True,2,0.2749999999999999,0.9036004645760745,0.13637059351454844,0.0016425244626864688,18;77
131,PdPd,PrisonerDilemma,"1,3,2,4","4,3,2,1","1,3,2,4,4,3,2,1",1,1,True,1,0,57,57,P57,42311234,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,True,P1,0.678492239,0.321507761,0.906,1.812,0.6785,0.6785,1,True,True,3,0.23552123552123547,0.3070947570947571,0.10403524876451802,0.052103160157838654,171;215;286
132,PdSh,,"1,3,2,4","3,4,2,1","1,3,2,4,3,4,2,1",1,1,False,1,-1,56,129,P56,42311243,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,True,P1,0.671840355,0.328159645,0.913,1.886,0.6718,0.4035,1,True,False,0,,,,,
133,ShAs,,"1,4,2,3","2,4,3,1","1,4,2,3,2,4,3,1",2,0,False,-1,-1,70,139,P70,14232431,CO1,Coordination type 1 — two pure NE; L1(α) selects one equilibrium (1 outcome),B2,"Breakaway: 3 CO1 games (Stag Hunt-like); one NE is Lk(α), other is NES; frequencies near 50-50",C,Coordination: no dominant strategies; two pure NE; coordination problem (9 perspectives),False,False,P1,0.516629712,0.516629712,0.9992,1.9984,0.5166,0.5166,2,False,False,0,,,,,
134,ShBa,InspectorCycle,"1,4,2,3","4,2,1,3","1,4,2,3,4,2,1,3",0,0,False,-1,-1,73,142,P73,14234213,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),False,False,P1,0.279379157,0.279379157,0.8546,1.6375,0.2794,0.2328,0,False,False,0,,,,,
135,ShCh,EndlessCycle,"1,4,2,3","4,3,1,2","1,4,2,3,4,3,1,2",0,0,False,-1,-1,71,140,P71,14234312,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),False,False,P1,0.407982262,0.407982262,0.9754,1.7733,0.408,0.2417,0,False,False,0,,,,,
136,ShCm,BigBully,"1,4,2,3","4,1,3,2","1,4,2,3,4,1,3,2",1,2,False,-1,0,115,41,P115,41321423,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,False,True,P1,0.246119734,0.246119734,0.8051,1.4745,0.2461,0.8248,1,False,True,0,,,,,
137,ShCo,,"1,4,2,3","1,4,3,2","1,4,2,3,1,4,3,2",2,0,False,-1,1,130,58,P130,14231432,CO2,"Coordination type 2 — two pure NE; Lk(α) cycles through all 4 outcomes, never reaching NE",A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",C,Coordination: no dominant strategies; two pure NE; coordination problem (9 perspectives),False,False,P1,0.501108647,0.501108647,1.0,1.6694,0.5011,0.8248,2,False,False,0,,,,,
138,ShDl,Hamlet,"1,4,2,3","4,2,3,1","1,4,2,3,4,2,3,1",1,2,False,-1,0,98,22,P98,14234231,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,False,False,P1,0.32594235,0.32594235,0.9107,1.5442,0.3259,0.8404,1,False,True,0,,,,,
139,ShHa,,"1,4,2,3","2,4,1,3","1,4,2,3,2,4,1,3",1,2,False,-1,1,80,2,P80,14232413,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.532150776,0.532150776,0.997,1.3665,0.5322,0.929,1,False,True,0,,,,,
140,ShHr,CrisisCycle,"1,4,2,3","4,1,2,3","1,4,2,3,4,1,2,3",0,0,False,-1,0,138,68,P138,41321432,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),False,True,P1,0.201773836,0.201773836,0.7255,1.6004,0.2018,0.7051,0,False,False,0,,,,,
141,ShNc,,"1,4,2,3","3,4,1,2","1,4,2,3,3,4,1,2",1,2,False,-1,1,117,44,P117,14233412,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.55210643,0.55210643,0.9922,1.4947,0.5521,0.8891,1,False,True,0,,,,,
142,ShPc,,"1,4,2,3","1,4,2,3","1,4,2,3,1,4,2,3",1,2,False,-1,1,101,25,P101,14231423,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O4,One-sided dominance: one player has a dominant strategy (class 4 of 4); 18 perspectives,False,False,P1,0.498891353,0.498891353,1.0,1.3937,0.4989,0.9224,1,False,True,0,,,,,
143,ShPd,AsymDilemma,"1,4,2,3","4,3,2,1","1,4,2,3,4,3,2,1",1,2,False,-1,0,129,56,P129,14234321,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),B1,Breakaway: 4 games (DD+OD1) incl. Prisoner's Dilemma; NE ≠ NES; ~30% cooperate (off-equilibrium),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,False,False,P1,0.403547672,0.403547672,0.973,1.886,0.4035,0.6718,1,False,True,0,,,,,
144,ShSh,StagHunt,"1,4,2,3","3,4,2,1","1,4,2,3,3,4,2,1",2,0,True,-1,-1,69,69,P69,14233421,CO1,Coordination type 1 — two pure NE; L1(α) selects one equilibrium (1 outcome),B2,"Breakaway: 3 CO1 games (Stag Hunt-like); one NE is Lk(α), other is NES; frequencies near 50-50",C,Coordination: no dominant strategies; two pure NE; coordination problem (9 perspectives),False,False,P1,0.474501109,0.474501109,0.9981,1.9962,0.4745,0.4745,2,False,False,0,,,,,
