period,model,game,seed,condition,trait_p1,trait_p2,real0,pref0,n_rounds
all10,qwen,HaCm,100,baseline,baseline,baseline,1.0,0.7199906632764372,10
round1,qwen,HaCm,100,baseline,baseline,baseline,1.0,0.7310585572720799,1
round10,qwen,HaCm,100,baseline,baseline,baseline,1.0,0.6224593315926528,1
all10,qwen,HaCm,100,inequity_aversion_typeA,inequity_aversion,baseline,0.5,0.5027823844365162,10
round1,qwen,HaCm,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4073334088930261,1
round10,qwen,HaCm,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.43782349315114816,1
all10,qwen,HaCm,100,level1_typeA,level1,baseline,1.0,0.645965422429668,10
round1,qwen,HaCm,100,level1_typeA,level1,baseline,1.0,0.7549149979375698,1
round10,qwen,HaCm,100,level1_typeA,level1,baseline,1.0,0.5926666078225512,1
all10,qwen,HaCm,100,level2_typeA,level2,baseline,0.4,0.4938997915585042,10
round1,qwen,HaCm,100,level2_typeA,level2,baseline,1.0,0.5926666050826133,1
round10,qwen,HaCm,100,level2_typeA,level2,baseline,0.0,0.4378234957940988,1
all10,qwen,HaCm,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6339278226483047,10
round1,qwen,HaCm,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6224593294232006,1
round10,qwen,HaCm,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6513548602953745,1
all10,qwen,HaCm,100,maximin_typeA,maximin,baseline,1.0,0.7167525252014576,10
round1,qwen,HaCm,100,maximin_typeA,maximin,baseline,1.0,0.7772998616924641,1
round10,qwen,HaCm,100,maximin_typeA,maximin,baseline,1.0,0.6791786791773408,1
all10,qwen,HaCm,100,risk_aversion_typeA,risk_aversion,baseline,0.9,0.6297976484736975,10
round1,qwen,HaCm,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.592666603973247,1
round10,qwen,HaCm,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.4687906141937134,1
all10,qwen,HaCm,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7608068249492593,10
round1,qwen,HaCm,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7310585548809981,1
round10,qwen,HaCm,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7981867858293633,1
all10,qwen,HaCm,200,baseline,baseline,baseline,1.0,0.7876486834459755,10
round1,qwen,HaCm,200,baseline,baseline,baseline,1.0,0.7549149822542405,1
round10,qwen,HaCm,200,baseline,baseline,baseline,1.0,0.6791786972731376,1
all10,qwen,HaCm,200,inequity_aversion_typeA,inequity_aversion,baseline,0.1,0.36261588763498526,10
round1,qwen,HaCm,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.2689414462837373,1
round10,qwen,HaCm,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093780635647,1
all10,qwen,HaCm,200,level1_typeA,level1,baseline,1.0,0.728367914057631,10
round1,qwen,HaCm,200,level1_typeA,level1,baseline,1.0,0.7772998474414493,1
round10,qwen,HaCm,200,level1_typeA,level1,baseline,1.0,0.6513548476316885,1
all10,qwen,HaCm,200,level2_typeA,level2,baseline,0.8,0.5616126395712763,10
round1,qwen,HaCm,200,level2_typeA,level2,baseline,1.0,0.6513548459339571,1
round10,qwen,HaCm,200,level2_typeA,level2,baseline,0.0,0.5,1
all10,qwen,HaCm,200,loss_aversion_typeA,loss_aversion,baseline,0.4,0.4757417131317432,10
round1,qwen,HaCm,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.5,1
round10,qwen,HaCm,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5621764916368943,1
all10,qwen,HaCm,200,maximin_typeA,maximin,baseline,1.0,0.656508399155711,10
round1,qwen,HaCm,200,maximin_typeA,maximin,baseline,1.0,0.6791786946499672,1
round10,qwen,HaCm,200,maximin_typeA,maximin,baseline,1.0,0.6513548563011143,1
all10,qwen,HaCm,200,risk_aversion_typeA,risk_aversion,baseline,0.6,0.48569355705455014,10
round1,qwen,HaCm,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.4378235093024504,1
round10,qwen,HaCm,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.5926666033832377,1
all10,qwen,HaCm,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7929629574858227,10
round1,qwen,HaCm,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7772998521657154,1
round10,qwen,HaCm,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7981867692093779,1
all10,qwen,HaCm,300,baseline,baseline,baseline,1.0,0.7095392435638304,10
round1,qwen,HaCm,300,baseline,baseline,baseline,1.0,0.6224593340762506,1
round10,qwen,HaCm,300,baseline,baseline,baseline,1.0,0.6791786953410535,1
all10,qwen,HaCm,300,inequity_aversion_typeA,inequity_aversion,baseline,0.6,0.5426233282545817,10
round1,qwen,HaCm,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.5,1
round10,qwen,HaCm,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093887516867,1
all10,qwen,HaCm,300,level1_typeA,level1,baseline,1.0,0.6689774833819955,10
round1,qwen,HaCm,300,level1_typeA,level1,baseline,1.0,0.705785026092784,1
round10,qwen,HaCm,300,level1_typeA,level1,baseline,1.0,0.6791786818010354,1
all10,qwen,HaCm,300,level2_typeA,level2,baseline,0.7,0.5457442630032755,10
round1,qwen,HaCm,300,level2_typeA,level2,baseline,1.0,0.6791786852766275,1
round10,qwen,HaCm,300,level2_typeA,level2,baseline,1.0,0.5312093669889424,1
all10,qwen,HaCm,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6213280014359082,10
round1,qwen,HaCm,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6224593168608042,1
round10,qwen,HaCm,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6513548485091522,1
all10,qwen,HaCm,300,maximin_typeA,maximin,baseline,1.0,0.6703591196656465,10
round1,qwen,HaCm,300,maximin_typeA,maximin,baseline,1.0,0.6513548515162628,1
round10,qwen,HaCm,300,maximin_typeA,maximin,baseline,1.0,0.6791786802209258,1
all10,qwen,HaCm,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6963808861799559,10
round1,qwen,HaCm,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6791786770723784,1
round10,qwen,HaCm,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6513548531123768,1
all10,qwen,HaCm,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7401127219348463,10
round1,qwen,HaCm,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.6791786847403116,1
round10,qwen,HaCm,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7772998572557576,1
all10,qwen,HaCo,100,baseline,baseline,baseline,1.0,0.5971472608092994,10
round1,qwen,HaCo,100,baseline,baseline,baseline,1.0,0.6791786919426186,1
round10,qwen,HaCo,100,baseline,baseline,baseline,1.0,0.5621765022489503,1
all10,qwen,HaCo,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.1773153265677636,10
round1,qwen,HaCo,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.1824255345476255,1
round10,qwen,HaCo,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.1645164513415846,1
all10,qwen,HaCo,100,level1_typeA,level1,baseline,1.0,0.7028386794600576,10
round1,qwen,HaCo,100,level1_typeA,level1,baseline,1.0,0.6513548476090775,1
round10,qwen,HaCo,100,level1_typeA,level1,baseline,1.0,0.7549149835711685,1
all10,qwen,HaCo,100,level2_typeA,level2,baseline,1.0,0.5768855497822827,10
round1,qwen,HaCo,100,level2_typeA,level2,baseline,1.0,0.5621764983678608,1
round10,qwen,HaCo,100,level2_typeA,level2,baseline,1.0,0.5,1
all10,qwen,HaCo,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.30564256031369064,10
round1,qwen,HaCo,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.3208213170581096,1
round10,qwen,HaCo,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.34864515433619875,1
all10,qwen,HaCo,100,maximin_typeA,maximin,baseline,1.0,0.6662044098370604,10
round1,qwen,HaCo,100,maximin_typeA,maximin,baseline,1.0,0.5,1
round10,qwen,HaCo,100,maximin_typeA,maximin,baseline,1.0,0.6513548692298045,1
all10,qwen,HaCo,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.31585071163966905,10
round1,qwen,HaCo,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.32082130950713666,1
round10,qwen,HaCo,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.2942149678118955,1
all10,qwen,HaCo,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8031597160036965,10
round1,qwen,HaCo,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7549149956273058,1
round10,qwen,HaCo,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8670357507200147,1
all10,qwen,HaCo,200,baseline,baseline,baseline,1.0,0.8411934062802173,10
round1,qwen,HaCo,200,baseline,baseline,baseline,1.0,0.7549149790483637,1
round10,qwen,HaCo,200,baseline,baseline,baseline,1.0,0.777299857081034,1
all10,qwen,HaCo,200,inequity_aversion_typeA,inequity_aversion,baseline,0.9,0.5722134608461389,10
round1,qwen,HaCo,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4687906303227312,1
round10,qwen,HaCo,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5,1
all10,qwen,HaCo,200,level1_typeA,level1,baseline,1.0,0.8083286664776933,10
round1,qwen,HaCo,200,level1_typeA,level1,baseline,1.0,0.7549149898923039,1
round10,qwen,HaCo,200,level1_typeA,level1,baseline,1.0,0.7549149868265945,1
all10,qwen,HaCo,200,level2_typeA,level2,baseline,1.0,0.6622554669704449,10
round1,qwen,HaCo,200,level2_typeA,level2,baseline,1.0,0.6513548521744746,1
round10,qwen,HaCo,200,level2_typeA,level2,baseline,1.0,0.6224593143556911,1
all10,qwen,HaCo,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7184772878349154,10
round1,qwen,HaCo,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5926666026052557,1
round10,qwen,HaCo,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7310585599172923,1
all10,qwen,HaCo,200,maximin_typeA,maximin,baseline,1.0,0.7905460011712832,10
round1,qwen,HaCo,200,maximin_typeA,maximin,baseline,1.0,0.7310585514721353,1
round10,qwen,HaCo,200,maximin_typeA,maximin,baseline,1.0,0.8175744634222881,1
all10,qwen,HaCo,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7065799296117454,10
round1,qwen,HaCo,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.592666595174005,1
round10,qwen,HaCo,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7057850338811266,1
all10,qwen,HaCo,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8345184299942388,10
round1,qwen,HaCo,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7772998568507635,1
round10,qwen,HaCo,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744769695877,1
all10,qwen,HaCo,300,baseline,baseline,baseline,1.0,0.8415522877650641,10
round1,qwen,HaCo,300,baseline,baseline,baseline,1.0,0.6791786881258814,1
round10,qwen,HaCo,300,baseline,baseline,baseline,1.0,0.7981867729920803,1
all10,qwen,HaCo,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6064317047373835,10
round1,qwen,HaCo,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5621765071551349,1
round10,qwen,HaCo,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5,1
all10,qwen,HaCo,300,level1_typeA,level1,baseline,1.0,0.7353783527602925,10
round1,qwen,HaCo,300,level1_typeA,level1,baseline,1.0,0.5621765050008793,1
round10,qwen,HaCo,300,level1_typeA,level1,baseline,1.0,0.7057850262211491,1
all10,qwen,HaCo,300,level2_typeA,level2,baseline,1.0,0.6040401665983562,10
round1,qwen,HaCo,300,level2_typeA,level2,baseline,1.0,0.562176495801985,1
round10,qwen,HaCo,300,level2_typeA,level2,baseline,1.0,0.5312093830565079,1
all10,qwen,HaCo,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7137114500509385,10
round1,qwen,HaCo,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.592666589161986,1
round10,qwen,HaCo,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7310585463522641,1
all10,qwen,HaCo,300,maximin_typeA,maximin,baseline,1.0,0.7245175940114545,10
round1,qwen,HaCo,300,maximin_typeA,maximin,baseline,1.0,0.5621764987998005,1
round10,qwen,HaCo,300,maximin_typeA,maximin,baseline,1.0,0.7772998499926389,1
all10,qwen,HaCo,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7366483904036596,10
round1,qwen,HaCo,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6224593405354518,1
round10,qwen,HaCo,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7057850332018205,1
all10,qwen,HaCo,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7764198376199564,10
round1,qwen,HaCo,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.5926665990890628,1
round10,qwen,HaCo,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7981867768122823,1
all10,qwen,HaHa,100,baseline,baseline,baseline,1.0,0.7725479659547283,10
round1,qwen,HaHa,100,baseline,baseline,baseline,1.0,0.7772998519101495,1
round10,qwen,HaHa,100,baseline,baseline,baseline,1.0,0.7310585398178093,1
all10,qwen,HaHa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.2,0.45382396981070106,10
round1,qwen,HaHa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.46879060704978576,1
round10,qwen,HaHa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093807670999,1
all10,qwen,HaHa,100,level1_typeA,level1,baseline,1.0,0.7813334579310094,10
round1,qwen,HaHa,100,level1_typeA,level1,baseline,1.0,0.7981867823272971,1
round10,qwen,HaHa,100,level1_typeA,level1,baseline,1.0,0.7772998542572364,1
all10,qwen,HaHa,100,level2_typeA,level2,baseline,1.0,0.6067702572492437,10
round1,qwen,HaHa,100,level2_typeA,level2,baseline,1.0,0.6791786917783975,1
round10,qwen,HaHa,100,level2_typeA,level2,baseline,1.0,0.5312093672273214,1
all10,qwen,HaHa,100,loss_aversion_typeA,loss_aversion,baseline,0.9,0.5676409212014828,10
round1,qwen,HaHa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.531209365830389,1
round10,qwen,HaHa,100,loss_aversion_typeA,loss_aversion,baseline,0.0,0.4687906262429548,1
all10,qwen,HaHa,100,maximin_typeA,maximin,baseline,1.0,0.7018987478664808,10
round1,qwen,HaHa,100,maximin_typeA,maximin,baseline,1.0,0.705785033463379,1
round10,qwen,HaHa,100,maximin_typeA,maximin,baseline,1.0,0.6791786969142669,1
all10,qwen,HaHa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.47508095047842913,10
round1,qwen,HaHa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.5,1
round10,qwen,HaHa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.5,1
all10,qwen,HaHa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8245784031073023,10
round1,qwen,HaHa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7981867802337896,1
round10,qwen,HaHa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8670357650179853,1
all10,qwen,HaHa,200,baseline,baseline,baseline,1.0,0.8044320795482267,10
round1,qwen,HaHa,200,baseline,baseline,baseline,1.0,0.7310585654152223,1
round10,qwen,HaHa,200,baseline,baseline,baseline,1.0,0.7057850414336464,1
all10,qwen,HaHa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6273288502501946,10
round1,qwen,HaHa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6224593359384458,1
round10,qwen,HaHa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5621764894467264,1
all10,qwen,HaHa,200,level1_typeA,level1,baseline,1.0,0.7974503411832854,10
round1,qwen,HaHa,200,level1_typeA,level1,baseline,1.0,0.7310585482076193,1
round10,qwen,HaHa,200,level1_typeA,level1,baseline,1.0,0.754914981939536,1
all10,qwen,HaHa,200,level2_typeA,level2,baseline,1.0,0.6010983236700056,10
round1,qwen,HaHa,200,level2_typeA,level2,baseline,1.0,0.6513548444042665,1
round10,qwen,HaHa,200,level2_typeA,level2,baseline,1.0,0.6224593227666778,1
all10,qwen,HaHa,200,loss_aversion_typeA,loss_aversion,baseline,0.1,0.4537364375449375,10
round1,qwen,HaHa,200,loss_aversion_typeA,loss_aversion,baseline,0.0,0.5,1
round10,qwen,HaHa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.531209384912854,1
all10,qwen,HaHa,200,maximin_typeA,maximin,baseline,1.0,0.7401326792379481,10
round1,qwen,HaHa,200,maximin_typeA,maximin,baseline,1.0,0.6513548647769231,1
round10,qwen,HaHa,200,maximin_typeA,maximin,baseline,1.0,0.7549149887519431,1
all10,qwen,HaHa,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7020802853825591,10
round1,qwen,HaHa,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.5621765083745388,1
round10,qwen,HaHa,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6791787009924849,1
all10,qwen,HaHa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7666920637078483,10
round1,qwen,HaHa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.6791787082924563,1
round10,qwen,HaHa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7549149877748559,1
all10,qwen,HaHa,300,baseline,baseline,baseline,1.0,0.8571578101246953,10
round1,qwen,HaHa,300,baseline,baseline,baseline,1.0,0.7549149856823482,1
round10,qwen,HaHa,300,baseline,baseline,baseline,1.0,0.8175744647381356,1
all10,qwen,HaHa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7460989123170119,10
round1,qwen,HaHa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7310585643346907,1
round10,qwen,HaHa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7057850347240447,1
all10,qwen,HaHa,300,level1_typeA,level1,baseline,1.0,0.8596954706612735,10
round1,qwen,HaHa,300,level1_typeA,level1,baseline,1.0,0.7981867796842838,1
round10,qwen,HaHa,300,level1_typeA,level1,baseline,1.0,0.8175744760859984,1
all10,qwen,HaHa,300,level2_typeA,level2,baseline,1.0,0.7144383609211152,10
round1,qwen,HaHa,300,level2_typeA,level2,baseline,1.0,0.7310585469171674,1
round10,qwen,HaHa,300,level2_typeA,level2,baseline,1.0,0.6224593223314575,1
all10,qwen,HaHa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7856546950576047,10
round1,qwen,HaHa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7310585628641294,1
round10,qwen,HaHa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7772998555374793,1
all10,qwen,HaHa,300,maximin_typeA,maximin,baseline,1.0,0.8172630570898416,10
round1,qwen,HaHa,300,maximin_typeA,maximin,baseline,1.0,0.7549149850451581,1
round10,qwen,HaHa,300,maximin_typeA,maximin,baseline,1.0,0.8175744691900587,1
all10,qwen,HaHa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.8136773603004068,10
round1,qwen,HaHa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7772998525503743,1
round10,qwen,HaHa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7549149884401289,1
all10,qwen,HaHa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.872076034208526,10
round1,qwen,HaHa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7772998489076604,1
round10,qwen,HaHa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8807970815204478,1
all10,qwen,HaHr,100,baseline,baseline,baseline,1.0,0.8056733930439007,10
round1,qwen,HaHr,100,baseline,baseline,baseline,1.0,0.7772998592349756,1
round10,qwen,HaHr,100,baseline,baseline,baseline,1.0,0.7772998562895557,1
all10,qwen,HaHr,100,inequity_aversion_typeA,inequity_aversion,baseline,0.8,0.6075883141628509,10
round1,qwen,HaHr,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.562176497524833,1
round10,qwen,HaHr,100,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.46879062375865826,1
all10,qwen,HaHr,100,level1_typeA,level1,baseline,1.0,0.7961335019254404,10
round1,qwen,HaHr,100,level1_typeA,level1,baseline,1.0,0.8519528070593466,1
round10,qwen,HaHr,100,level1_typeA,level1,baseline,1.0,0.7057850365845169,1
all10,qwen,HaHr,100,level2_typeA,level2,baseline,1.0,0.614732251560558,10
round1,qwen,HaHr,100,level2_typeA,level2,baseline,1.0,0.7057850367230591,1
round10,qwen,HaHr,100,level2_typeA,level2,baseline,1.0,0.5621765139899556,1
all10,qwen,HaHr,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.688233582669086,10
round1,qwen,HaHr,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.651354848225023,1
round10,qwen,HaHr,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5926665894234598,1
all10,qwen,HaHr,100,maximin_typeA,maximin,baseline,1.0,0.7576182150010349,10
round1,qwen,HaHr,100,maximin_typeA,maximin,baseline,1.0,0.7310585482177733,1
round10,qwen,HaHr,100,maximin_typeA,maximin,baseline,1.0,0.777299858183734,1
all10,qwen,HaHr,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7591930516361503,10
round1,qwen,HaHr,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7057850214605595,1
round10,qwen,HaHr,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6513548590199548,1
all10,qwen,HaHr,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8334819770587607,10
round1,qwen,HaHr,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744724057212,1
round10,qwen,HaHr,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744814575479,1
all10,qwen,HaHr,200,baseline,baseline,baseline,1.0,0.820763010686764,10
round1,qwen,HaHr,200,baseline,baseline,baseline,1.0,0.7772998592349756,1
round10,qwen,HaHr,200,baseline,baseline,baseline,1.0,0.7772998603221072,1
all10,qwen,HaHr,200,inequity_aversion_typeA,inequity_aversion,baseline,0.8,0.5935461001460484,10
round1,qwen,HaHr,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.562176497524833,1
round10,qwen,HaHr,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4687906260284046,1
all10,qwen,HaHr,200,level1_typeA,level1,baseline,1.0,0.8056562865681307,10
round1,qwen,HaHr,200,level1_typeA,level1,baseline,1.0,0.8519528070593466,1
round10,qwen,HaHr,200,level1_typeA,level1,baseline,1.0,0.7549149915187883,1
all10,qwen,HaHr,200,level2_typeA,level2,baseline,1.0,0.6063996828808895,10
round1,qwen,HaHr,200,level2_typeA,level2,baseline,1.0,0.7057850367230591,1
round10,qwen,HaHr,200,level2_typeA,level2,baseline,1.0,0.6224593228070302,1
all10,qwen,HaHr,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6916968081519903,10
round1,qwen,HaHr,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.651354848225023,1
round10,qwen,HaHr,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.679178687828833,1
all10,qwen,HaHr,200,maximin_typeA,maximin,baseline,1.0,0.7692440296795596,10
round1,qwen,HaHr,200,maximin_typeA,maximin,baseline,1.0,0.7310585482177733,1
round10,qwen,HaHr,200,maximin_typeA,maximin,baseline,1.0,0.7772998544240944,1
all10,qwen,HaHr,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.77104108959679,10
round1,qwen,HaHr,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7057850214605595,1
round10,qwen,HaHr,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7549149947206841,1
all10,qwen,HaHr,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8355706689837955,10
round1,qwen,HaHr,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744724057212,1
round10,qwen,HaHr,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744754601363,1
all10,qwen,HaHr,300,baseline,baseline,baseline,1.0,0.7312260566072208,10
round1,qwen,HaHr,300,baseline,baseline,baseline,1.0,0.6513548699396193,1
round10,qwen,HaHr,300,baseline,baseline,baseline,1.0,0.6513548541827191,1
all10,qwen,HaHr,300,inequity_aversion_typeA,inequity_aversion,baseline,0.9,0.5581848947928009,10
round1,qwen,HaHr,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5926665922509029,1
round10,qwen,HaHr,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4378235059921519,1
all10,qwen,HaHr,300,level1_typeA,level1,baseline,1.0,0.7254075626618854,10
round1,qwen,HaHr,300,level1_typeA,level1,baseline,1.0,0.7549149856593486,1
round10,qwen,HaHr,300,level1_typeA,level1,baseline,1.0,0.6513548542339375,1
all10,qwen,HaHr,300,level2_typeA,level2,baseline,1.0,0.5551900217018636,10
round1,qwen,HaHr,300,level2_typeA,level2,baseline,1.0,0.6513548409326085,1
round10,qwen,HaHr,300,level2_typeA,level2,baseline,1.0,0.5312093831165934,1
all10,qwen,HaHr,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6333948450150473,10
round1,qwen,HaHr,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6513548589867639,1
round10,qwen,HaHr,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6224593465458861,1
all10,qwen,HaHr,300,maximin_typeA,maximin,baseline,1.0,0.703365249037414,10
round1,qwen,HaHr,300,maximin_typeA,maximin,baseline,1.0,0.679178685839361,1
round10,qwen,HaHr,300,maximin_typeA,maximin,baseline,1.0,0.6791786903937977,1
all10,qwen,HaHr,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7513522635077543,10
round1,qwen,HaHr,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7549149871548038,1
round10,qwen,HaHr,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7057850311133328,1
all10,qwen,HaHr,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7849214261992342,10
round1,qwen,HaHr,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7057850450841148,1
round10,qwen,HaHr,300,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7549149873982777,1
all10,qwen,HaNc,100,baseline,baseline,baseline,1.0,0.8106993343547029,10
round1,qwen,HaNc,100,baseline,baseline,baseline,1.0,0.7772998521216322,1
round10,qwen,HaNc,100,baseline,baseline,baseline,1.0,0.8354835400914686,1
all10,qwen,HaNc,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.8100885363273029,10
round1,qwen,HaNc,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6791786875244831,1
round10,qwen,HaNc,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7981867740171384,1
