sample,agent_kind,condition,trait_p1,trait_p2,game_code,bruns_name,canonical_id,nagel_lk_type,griffiths_game_id,griffiths_unique_id,griffiths_role,n_pooled,matrix_8vec,payoff_kind,realized_p1,realized_p2,pref0_p1,pref0_p2,ne_count,ne_kind,ne1_p1,ne1_p2,ne2_p1,ne2_p2,ne3_p1,ne3_p2,dom_p1,dom_p2,l1_p1,l1_p2,l2_p1,l2_p2,l3_p1,l3_p2,l1alpha_p1,l1alpha_p2,maximin_p1,maximin_p2,equalsplit_p1,equalsplit_p2,target_paydom_p1,target_paydom_p2,target_riskdom_p1,target_riskdom_p2,target_p1,target_p2,in_model_set,dominance_profile,iesds_depth,num_pure_ne,pure_ne_cells,ne_pareto_rankable,ne_distributional_conflict,payoff_variance,payoff_conflict,p1_maximin_action,p2_maximin_action,joint_maximin_cell,maximin_is_ne,maximin_to_ne_action_distance,maximin_to_ne_payoff_distance,l1_action_p1,l1_action_p2,l2_action_p1,l2_action_p2,near_equal_split_cell,pareto_efficient_cells,source,frac_choose_A,entropy_binary,lk_type,emp_class,up_choice,topology,delta_norm,dominant_action_p1,dominant_action_p2,nash_action_p1,nash_action_p2,payoff_dominant_ne_p1,payoff_dominant_ne_p2,risk_dominant_ne_p1,risk_dominant_ne_p2,l0_action_p1,l0_action_p2,cooperative_action_p1,cooperative_action_p2,canonical_action_p1,canonical_action_p2,complexity_score,complexity_score_n_components
gptoss,llm,level1_typeB,level1,level1,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.46135936943834155,0.4683767471330566,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,level2_typeA,level2,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4551258762346575,0.4536207962652868,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,level2_typeB,level2,level2,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4551258762346575,0.4786793395173905,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,loss_aversion_typeA,loss_aversion,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4764263036274914,0.45806770734952695,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,loss_aversion_typeB,loss_aversion,loss_aversion,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4764263036274914,0.4741868930505588,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,maximin_typeA,maximin,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.557201302912119,0.44025034624943643,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,maximin_typeB,maximin,maximin,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.557201302912119,0.9973075310432149,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,risk_aversion_typeA,risk_aversion,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.5429299821625485,0.4554229846566888,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,risk_aversion_typeB,risk_aversion,risk_aversion,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.5429299821625485,0.524689146704795,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,selfish_maximizer_typeA,selfish_maximizer,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.3333333333333333,0.4546775672751802,0.44025034624943643,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,selfish_maximizer_typeB,selfish_maximizer,selfish_maximizer,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4455354866565766,0.446865228466735,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,baseline,baseline,baseline,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.669958930127876,0.6816990790078062,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,inequity_aversion_typeA,inequity_aversion,baseline,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6272872922641716,0.6709513327781083,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,inequity_aversion_typeB,inequity_aversion,inequity_aversion,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.5662353522856841,0.5766748170016718,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,length_match_null_typeA,length_match_null,baseline,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.6666666666666666,0.3333333333333333,0.7513300071148085,0.6875157970432166,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,level0_naive_typeA,level0_naive,baseline,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6062157552590466,0.6728524131660478,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,level0_naive_typeB,level0_naive,level0_naive,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6062157552590466,0.6257036792088236,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,level1_typeA,level1,baseline,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.6666666666666666,0.3333333333333333,0.7972388785687059,0.6728524131660478,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,level1_typeB,level1,level1,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.6666666666666666,0.6666666666666666,0.7312060457827368,0.6970893005186082,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,level2_typeA,level2,baseline,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.6666666666666666,0.3333333333333333,0.7189398109471856,0.5381797517069095,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
gptoss,llm,level2_typeB,level2,level2,CmAs,CmAs,37,OD1,,,,3,"[2,1,3,4,2,4,3,1]",ordinal,0.6666666666666666,0.6666666666666666,0.7189398109471856,0.714822496847059,1,unique_pure,0.0,1.0,,,,,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,,,,,0.0,0.5,True,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3
